source,target,community_source,community_target
1823,2076,13,13
1824,2076,13,13
2077,2138,13,13
2077,2136,13,13
1822,2077,13,13
1823,2077,13,13
1824,2077,13,13
2078,2080,13,13
2078,2139,13,13
2078,2140,13,13
1822,2078,13,13
1823,2078,13,13
1824,2078,13,13
2079,2081,13,13
2079,2141,13,13
2079,2136,13,13
1822,2079,13,13
1823,2079,13,13
1824,2079,13,13
2080,2139,13,13
2080,2140,13,13
1822,2080,13,13
1823,2080,13,13
1824,2080,13,13
2081,2141,13,13
2081,2136,13,13
1822,2081,13,13
1823,2081,13,13
1824,2081,13,13
2082,2087,13,13
2082,2083,13,13
1822,2082,13,13
1823,2082,13,13
1824,2082,13,13
2084,2085,13,13
2084,2086,13,13
1822,2084,13,13
1823,2084,13,13
1824,2084,13,13
2085,2086,13,13
1822,2085,13,13
1823,2085,13,13
1824,2085,13,13
2083,2087,13,13
1822,2087,13,13
1823,2087,13,13
1824,2087,13,13
2088,2142,13,13
2088,2143,13,13
2088,2144,13,13
1822,2088,13,13
1823,2088,13,13
1824,2088,13,13
2103,2104,13,13
2098,2103,13,13
1821,2103,13,13
1822,2103,13,13
1823,2103,13,13
1824,2103,13,13
2142,2143,13,13
1825,2145,20,20
1825,2146,20,20
1825,2147,20,20
1825,2148,20,20
1825,2149,20,20
1825,2150,20,20
1825,2152,20,20
1825,2153,20,20
1825,2154,20,20
1825,2155,20,20
1825,2156,20,20
1825,2158,20,20
1825,2159,20,20
1825,2161,20,20
1825,2162,20,20
1825,2163,20,20
1825,2164,20,20
1825,2165,20,20
1825,2166,20,20
1825,2167,20,20
1898,1900,20,20
1898,2168,20,20
1898,1927,20,20
1898,1930,20,20
1899,1901,20,20
1899,2169,20,20
1899,1927,20,20
1899,1930,20,20
1900,2168,20,20
1900,1927,20,20
1900,1930,20,20
1901,2169,20,20
1901,1927,20,20
1901,1930,20,20
1902,1903,20,20
1859,1902,20,20
1826,1902,20,20
1827,1902,20,20
1904,1905,20,20
1904,2170,20,20
1904,1927,20,20
1904,1930,20,20
1905,2170,20,20
1905,1927,20,20
1905,1930,20,20
1906,1908,20,20
1907,1908,20,20
1826,1908,20,20
1827,1908,20,20
1909,1910,20,20
1909,1911,20,20
1826,1909,20,20
1827,1909,20,20
1910,1911,20,20
1826,1910,20,20
1827,1910,20,20
1912,1914,20,20
1912,1913,20,20
1912,1927,20,20
1912,1930,20,20
1913,1914,20,20
1914,1927,20,20
1914,1930,20,20
1915,1916,20,20
1915,1917,20,20
1826,1915,20,20
1827,1915,20,20
1916,1917,20,20
1826,1916,20,20
1827,1916,20,20
1918,1919,20,20
1918,2171,20,20
1826,1918,20,20
1827,1918,20,20
1919,2171,20,20
1826,1919,20,20
1827,1919,20,20
1920,1921,20,20
1920,2172,20,20
1920,1927,20,20
1920,1930,20,20
1921,2172,20,20
1921,1927,20,20
1921,1930,20,20
2150,2151,20,20
2156,2157,20,20
2159,2160,20,20
749,2173,19,19
749,2174,19,19
749,2175,19,19
749,2176,19,19
749,2177,19,19
749,2178,19,19
749,2179,19,19
749,2180,19,19
749,2181,19,19
749,2182,19,19
749,2183,19,19
749,2184,19,19
749,2185,19,19
749,2186,19,19
749,2187,19,19
749,2188,19,19
749,2189,19,19
749,2190,19,19
749,2191,19,19
749,2192,19,19
749,2193,19,19
749,2195,19,19
749,2196,19,19
749,2197,19,19
749,2199,19,19
749,2200,19,19
749,2201,19,19
749,2203,19,19
749,2204,19,19
749,2205,19,19
749,2207,19,19
749,2208,19,19
749,2209,19,19
749,2210,19,19
749,2211,19,19
749,2212,19,19
749,2213,19,19
749,2214,19,19
749,2215,19,19
749,2216,19,19
2193,2194,19,19
2197,2198,19,19
2201,2202,19,19
2205,2206,19,19
749,2217,19,19
749,2218,19,19
749,2219,19,19
749,2220,19,19
749,2221,19,19
749,2222,19,19
749,2224,19,19
749,2225,19,19
749,2226,19,19
749,2227,19,19
749,2228,19,19
749,2229,19,19
749,2230,19,19
749,2231,19,19
749,2232,19,19
749,2233,19,19
749,2235,19,19
749,2236,19,19
749,2237,19,19
749,2238,19,19
2222,2223,19,19
2233,2234,19,19
749,2239,19,19
749,2240,19,19
749,2241,19,19
749,2243,19,19
749,2244,19,19
749,2245,19,19
749,2246,19,19
749,2247,19,19
749,2248,19,19
749,2249,19,19
749,2250,19,19
749,2251,19,19
749,2252,19,19
749,2253,19,19
749,2254,19,19
749,2256,19,19
749,2257,19,19
749,2258,19,19
749,2259,19,19
749,2260,19,19
2241,2242,19,19
2254,2255,19,19
749,2261,19,19
749,2263,19,19
749,2264,19,19
749,2265,19,19
749,2266,19,19
749,2267,19,19
749,2268,19,19
749,2269,19,19
749,2270,19,19
749,2271,19,19
749,2272,19,19
749,2273,19,19
749,2274,19,19
749,2276,19,19
749,2277,19,19
749,2279,19,19
749,2281,19,19
749,2282,19,19
749,2283,19,19
749,2284,19,19
2173,2286,19,19
2173,2287,19,19
750,2173,19,19
751,2173,19,19
2174,2175,19,19
2174,2288,19,19
750,2174,19,19
751,2174,19,19
2175,2288,19,19
750,2175,19,19
751,2175,19,19
2176,2289,19,19
2176,2290,19,19
750,2176,19,19
751,2176,19,19
2177,2291,19,19
2177,2292,19,19
750,2177,19,19
751,2177,19,19
2178,2293,19,19
2178,2294,19,19
750,2178,19,19
751,2178,19,19
2179,2180,19,19
2179,2295,19,19
750,2179,19,19
751,2179,19,19
2180,2295,19,19
750,2180,19,19
751,2180,19,19
2181,2296,19,19
2181,2297,19,19
750,2181,19,19
751,2181,19,19
2182,2183,19,19
2182,2298,19,19
750,2182,19,19
751,2182,19,19
2183,2298,19,19
750,2183,19,19
751,2183,19,19
2184,2299,19,19
2184,2300,19,19
750,2184,19,19
751,2184,19,19
2185,2301,19,19
2185,2302,19,19
750,2185,19,19
751,2185,19,19
2186,2187,19,19
2186,2303,19,19
750,2186,19,19
751,2186,19,19
2187,2303,19,19
750,2187,19,19
751,2187,19,19
2188,2304,19,19
2188,2305,19,19
750,2188,19,19
751,2188,19,19
2189,2306,19,19
2189,2307,19,19
750,2189,19,19
751,2189,19,19
2190,2191,19,19
2190,2308,19,19
750,2190,19,19
751,2190,19,19
2191,2308,19,19
750,2191,19,19
751,2191,19,19
2192,2309,19,19
2192,2310,19,19
750,2192,19,19
751,2192,19,19
2193,2195,19,19
2193,2194,19,19
750,2193,19,19
751,2193,19,19
2194,2195,19,19
750,2195,19,19
751,2195,19,19
2196,2311,19,19
2196,2312,19,19
750,2196,19,19
751,2196,19,19
2197,2313,19,19
2197,2198,19,19
750,2197,19,19
751,2197,19,19
2199,2200,19,19
2199,2314,19,19
750,2199,19,19
751,2199,19,19
2200,2314,19,19
750,2200,19,19
751,2200,19,19
2201,2204,19,19
2201,2202,19,19
750,2201,19,19
751,2201,19,19
2203,2207,19,19
2203,2315,19,19
750,2203,19,19
751,2203,19,19
2202,2204,19,19
750,2204,19,19
751,2204,19,19
2205,2208,19,19
2205,2206,19,19
750,2205,19,19
751,2205,19,19
2207,2315,19,19
750,2207,19,19
751,2207,19,19
2206,2208,19,19
750,2208,19,19
751,2208,19,19
2209,2316,19,19
2209,2317,19,19
750,2209,19,19
751,2209,19,19
2210,2318,19,19
2210,2319,19,19
750,2210,19,19
751,2210,19,19
2211,2212,19,19
2211,2280,19,19
750,2211,19,19
751,2211,19,19
2212,2280,19,19
750,2212,19,19
751,2212,19,19
2213,2214,19,19
2213,2320,19,19
750,2213,19,19
751,2213,19,19
2214,2320,19,19
750,2214,19,19
751,2214,19,19
2215,2216,19,19
2215,2321,19,19
750,2215,19,19
751,2215,19,19
2216,2321,19,19
750,2216,19,19
751,2216,19,19
2217,2322,19,19
2217,2323,19,19
750,2217,19,19
751,2217,19,19
2218,2324,19,19
2218,2325,19,19
750,2218,19,19
751,2218,19,19
2219,2326,19,19
2219,2327,19,19
750,2219,19,19
751,2219,19,19
2220,2221,19,19
2220,2328,19,19
750,2220,19,19
751,2220,19,19
2221,2328,19,19
750,2221,19,19
751,2221,19,19
2222,2224,19,19
2222,2223,19,19
750,2222,19,19
751,2222,19,19
2223,2224,19,19
750,2224,19,19
751,2224,19,19
2225,2226,19,19
2225,2329,19,19
750,2225,19,19
751,2225,19,19
2226,2329,19,19
750,2226,19,19
751,2226,19,19
2227,2330,19,19
2227,2331,19,19
750,2227,19,19
751,2227,19,19
2228,2229,19,19
2228,2332,19,19
750,2228,19,19
751,2228,19,19
2229,2332,19,19
750,2229,19,19
751,2229,19,19
2230,2333,19,19
2230,2332,19,19
750,2230,19,19
751,2230,19,19
2231,2334,19,19
2231,2335,19,19
750,2231,19,19
751,2231,19,19
2232,2336,19,19
2232,2337,19,19
750,2232,19,19
751,2232,19,19
2233,2235,19,19
2233,2234,19,19
750,2233,19,19
751,2233,19,19
2234,2235,19,19
750,2235,19,19
751,2235,19,19
2236,2237,19,19
2236,2338,19,19
750,2236,19,19
751,2236,19,19
2237,2338,19,19
750,2237,19,19
751,2237,19,19
2238,2239,19,19
2238,2339,19,19
750,2238,19,19
751,2238,19,19
2239,2339,19,19
750,2239,19,19
751,2239,19,19
2240,2340,19,19
2240,2341,19,19
750,2240,19,19
751,2240,19,19
2241,2243,19,19
2241,2242,19,19
750,2241,19,19
751,2241,19,19
2242,2243,19,19
750,2243,19,19
751,2243,19,19
2244,2342,19,19
2244,2343,19,19
750,2244,19,19
751,2244,19,19
2245,2344,19,19
2245,2345,19,19
750,2245,19,19
751,2245,19,19
2246,2346,19,19
2246,2347,19,19
750,2246,19,19
751,2246,19,19
2247,2348,19,19
2247,2349,19,19
750,2247,19,19
751,2247,19,19
2248,2249,19,19
2248,2325,19,19
750,2248,19,19
751,2248,19,19
2249,2325,19,19
750,2249,19,19
751,2249,19,19
2250,2251,19,19
2250,2350,19,19
750,2250,19,19
751,2250,19,19
2251,2350,19,19
750,2251,19,19
751,2251,19,19
2252,2253,19,19
2252,2351,19,19
750,2252,19,19
751,2252,19,19
2253,2351,19,19
750,2253,19,19
751,2253,19,19
2254,2257,19,19
2254,2255,19,19
750,2254,19,19
751,2254,19,19
2256,2258,19,19
2256,2352,19,19
750,2256,19,19
751,2256,19,19
2255,2257,19,19
750,2257,19,19
751,2257,19,19
2258,2352,19,19
750,2258,19,19
751,2258,19,19
2259,2353,19,19
2259,2354,19,19
750,2259,19,19
751,2259,19,19
2260,2261,19,19
2260,2262,19,19
750,2260,19,19
751,2260,19,19
2261,2262,19,19
2274,2275,19,19
2277,2278,19,19
2279,2280,19,19
2284,2285,19,19
2299,2300,19,19
2301,2302,19,19
2304,2305,19,19
2336,2337,19,19
2340,2341,19,19
2348,2349,19,19
